"Undersøkelse";"Respondent-ID";"Organisasjon";"Grunnleggende status - E-post sendt";"Grunnleggende status - Skjema skrevet ut";"Grunnleggende status - Bakgrunnsdata er eksportert til brevfletting";"Grunnleggende status - Distribuert via kobling";"Grunnleggende status - Svar importert";"Grunnleggende status - Noen spørsmål besvart";"Grunnleggende status - Siste side vist til respondent";"Grunnleggende status - Opprettet manuelt av administrator";"Grunnleggende status - Opprettet ved import";"Grunnleggende status - Opprettet av inntaster";"Grunnleggende status - Opprettet av respondenten selv";"Grunnleggende status - Opprettet via webtjeneste";"Grunnleggende status - Svar tastet inn av respondent";"Grunnleggende status - Svar tastet inn i administrasjonsgrensesnittet";"Grunnleggende status - Svar innsamlet via intervju";"Grunnleggende status - Svar innsamlet via webtjeneste";"Grunnleggende status - Respondent lukket av intervjuer";"Grunnleggende status - Siste side vist til intervjuer";"Grunnleggende status - Gitt avkall på via returmelding";"Grunnleggende status - Opprettet av import fra prøvegruppe";"Opprettet";"Endret";"Avslutningstidspunkt";"Svartidspunkt";"Svarvarighet (sekunder)";"Svarsesjoner";"Antall returmeldinger";"Importer gruppe";"Tidsplan for datainnsamling";"E-post";"Siste distribusjonsstatus";"Siste distribusjonsfeilmelding";"1. Hvor gammel er du?";"2. Ved hvilket fakultetet studerer du?";"3. Studerer du et IT-fag?";"4. Hva har du lært fra minispillet? (du kan skrive norsk eller engelsk)";"5. Målene med mini-spillene var klare";"6. Jeg var konsentret mens jeg spilte minispillet";"7. Tilbakemeldingene som ble gitt under minispillet var nyttige";"8. Ved å spille dette minispillet, har min kunnskap om de forskjellige synlige og usynlige datatypene bedret seg (økt)";"9. Jeg føler at jeg kan bruke min kunnskap om ulike synlige og usynlige datatyper i nye situasjoner";"10. Jeg vil vite mer om ulike synlige og usynlige datatyper";"11. Det var enkelt å navigere seg gjennom minispillet";"12. Minispillet var tilstrekkelig utfordrende og passet med ferdighets- og kunnskapsnivået mitt";"12a. Hvis ikke tilstrekkelig utfordrende, spillet var";"13. Tiden for å fullføre spørsmålene  var passende";"13a. Hvis tiden var ikke passende, tiden til å svare var";"14. Hvilken av de tre datakategoriene syntes du var vanskeligst å forstå? ";"15. På hvilken måte kan vi forbedre minispillet? (kan skive på norsk eller engelsk)";"Gjennomføringsstatus - Lukket";"Gjennomføringsstatus - Gjennomført";"Gjennomføringsstatus - Avvist via svar-e-post";"Opprettelsesstatus - Opprettet manuelt av administrator";"Opprettelsesstatus - Opprettet ved import av administrator";"Opprettelsesstatus - Opprettet av inntaster";"Opprettelsesstatus - Opprettet av respondent via kobling";"Opprettelsesstatus - Opprettet via webtjeneste";"Opprettelsesstatus - Opprettelsestype ukjent";"Opprettelsesstatus - Importert fra prøvegruppe";"Distribusjonsstatus - Brevfletting";"Distribusjonsstatus - Ingen";"Distribusjonsstatus - E-post";"Distribusjonsstatus - Papir";"Distribusjonsstatus - Selvoppretting med kobling";"Svaropprinnelsesstatus - Svar tastet inn av respondent";"Svaropprinnelsesstatus - Svar tastet inn i administrasjonsgrensesnittet";"Svaropprinnelsesstatus - Svar innsamlet via intervju";"Svaropprinnelsesstatus - Svar importert";"Svaropprinnelsesstatus - Svar innsamlet via webtjeneste";"Svaropprinnelsesstatus - Svaropprinnelse ukjent";"Innsamlingsstatus - Ingen";"Innsamlingsstatus - Noen svar";"Innsamlingsstatus - Gjennomført";"Innsamlingsstatus - Frafalt";"Samlet status - Ny";"Samlet status - Distribuert";"Samlet status - Noen svar";"Samlet status - Gjennomført";"Samlet status - Frafalt"
"DATA ISFJELL";923086218;"Barbara Wasson Lillehaug";0;0;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;2022-09-01 09:24:45;2022-09-01 09:26:17;2022-09-01 09:26:17;2022-09-01 09:26:01;15,683;1;0;;;"";"-";"";"18-29";"Det samfunnsvitenskapelige fakultet";"Nei";"Lært en del ting samfunnet generelt.";"3 (verken uenig / enig)";"4 (enig)";"4 (enig)";"2 (uenig)";"3 (verken uenig / enig)";"4 (enig)";"2 (uenig)";"3 (verken uenig / enig)";"for lett";"3 (verken uenig / enig)";"for lang";"rådata";"Ikke noe som jeg kommer på";1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0
"DATA ISFJELL";923394438;"Barbara Wasson Lillehaug";0;0;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;2022-09-02 10:04:29;2022-09-02 10:06:19;2022-09-02 10:06:19;2022-09-02 10:05:44;35,847;1;0;;;"";"-";"";"18-29";"Det medisinske fakultet";"Nei";"Det ikke alltid like lett og intuitivt [ vite hvilken datatype man har foran seg";"5 (helt enig)";"5 (helt enig)";"5 (helt enig)";"5 (helt enig)";"5 (helt enig)";"5 (helt enig)";"5 (helt enig)";"5 (helt enig)";"for lett";"4 (enig)";;"analytiske data";"Litt chunky layout for min smak :)";1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0
"DATA ISFJELL";924010112;"Barbara Wasson Lillehaug";0;0;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;2022-09-05 21:58:30;2022-09-05 22:00:58;2022-09-05 22:00:58;2022-09-05 21:59:47;71,133;1;0;;;"";"-";"";"18-29";"Det samfunnsvitenskapelige fakultet";"Ja";"Forskjell på type data";"5 (helt enig)";"4 (enig)";"3 (verken uenig / enig)";"4 (enig)";"4 (enig)";"5 (helt enig)";"5 (helt enig)";"4 (enig)";"for lett";"2 (uenig)";"for lang";"funksjonelle data";"Tikke lyden er nok mer stressende enn nødvendig. En coutdown og at man blir forklart er mer enn nok for å være klar over at man har tidsbegrensning. Forstyrrer leseforståelsen av spørsmålet.";1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0
"DATA ISFJELL";922888863;"Barbara Wasson Lillehaug";0;0;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;2022-08-31 14:36:14;2022-08-31 14:38:30;2022-08-31 14:38:30;2022-08-31 14:38:30;0;1;0;;;"";"-";"";"18-29";"Det samfunnsvitenskapelige fakultet";"Ja";"Hvor på dataisfjellet forskjellige typer data befinner seg.";"5 (helt enig)";"4 (enig)";"5 (helt enig)";"5 (helt enig)";"4 (enig)";"4 (enig)";"5 (helt enig)";"5 (helt enig)";"for lett";"5 (helt enig)";"for kort";"analytiske data";"Ha et eksempel på analytiske data i prøverundene.";1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0
"DATA ISFJELL";923508116;"Barbara Wasson Lillehaug";0;0;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;2022-09-02 19:02:07;2022-09-02 19:05:14;2022-09-02 19:05:14;2022-09-02 19:05:14;0;1;0;;;"";"-";"";"18-29";"Det samfunnsvitenskapelige fakultet";"Nei";"De forskjellige datatypene har jeg lært mer om etter dette fantastiske spillet! nydelig animasjon";"5 (helt enig)";"5 (helt enig)";"5 (helt enig)";"4 (enig)";"4 (enig)";"3 (verken uenig / enig)";"5 (helt enig)";"4 (enig)";"for lett";"5 (helt enig)";"for kort";"analytiske data";"Synes spillet var bra, egentlig ingenting å utsette på det.";1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0
"DATA ISFJELL";923272104;"Barbara Wasson Lillehaug";0;0;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;2022-09-01 17:55:42;2022-09-01 17:59:07;2022-09-01 17:59:07;2022-09-01 17:57:18;108,25;1;0;;;"";"-";"";"18-29";"Det humanistiske fakultet";"Ja";"Forskjellene mellom de ulike dataformene ble enda tydeligere.";"5 (helt enig)";"4 (enig)";"5 (helt enig)";"5 (helt enig)";"4 (enig)";"4 (enig)";"4 (enig)";"4 (enig)";;"4 (enig)";;"analytiske data";"Kanskje oppgavene kan komme i tilfeldig rekkefølge, slik at når en prøver spillet på nytt så får man oppgavene i en annen rekkefølge en første gang du spilte det. Slik er det lettere å faktisk lære av feilene sine.";1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0
"DATA ISFJELL";923269037;"Barbara Wasson Lillehaug";0;0;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;2022-09-01 17:18:47;2022-09-01 17:20:03;2022-09-01 17:20:03;2022-09-01 17:20:03;0;1;0;;;"";"-";"";"18-29";"Det humanistiske fakultet";"Nei";"Forskjellen mellom forskjellige typer data, og i hvilke scenarioer de forskjellige fremtreffer";"4 (enig)";"3 (verken uenig / enig)";"4 (enig)";"4 (enig)";"4 (enig)";"3 (verken uenig / enig)";"4 (enig)";"4 (enig)";;"2 (uenig)";"for kort";"rådata";"Usikker";1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0
"DATA ISFJELL";923999161;"Barbara Wasson Lillehaug";0;0;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;2022-09-05 20:38:32;2022-09-05 20:40:36;2022-09-05 20:40:36;2022-09-05 20:40:36;0;1;0;;;"";"-";"";"18-29";"Det humanistiske fakultet";"Nei";"ulike typer data";"5 (helt enig)";"2 (uenig)";"5 (helt enig)";"5 (helt enig)";"4 (enig)";"4 (enig)";"5 (helt enig)";"5 (helt enig)";;"1 (helt uenig)";"for kort";"analytiske data";"Jeg syntes det var vanskelig å fokusere med å svare på spørsmål når jeg følte hele fokuset mitt gikk til å sjekke opp tiden jeg hadde igjen eller høre på tik tik fra klokken";1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0
"DATA ISFJELL";922938542;"Barbara Wasson Lillehaug";0;0;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;2022-08-31 17:53:16;2022-08-31 17:56:25;2022-08-31 17:56:25;2022-08-31 17:56:25;0,003;1;0;;;"";"-";"";"18-29";"Det humanistiske fakultet";"Nei";"Intet nytt";"5 (helt enig)";"3 (verken uenig / enig)";"3 (verken uenig / enig)";"1 (helt uenig)";"1 (helt uenig)";"3 (verken uenig / enig)";"5 (helt enig)";"3 (verken uenig / enig)";"for lett";"5 (helt enig)";;"rådata";"Linken til norsk utgave fungerte ikke";1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0
"DATA ISFJELL";923397029;"Barbara Wasson Lillehaug";0;0;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;2022-09-02 10:14:57;2022-09-02 10:16:31;2022-09-02 10:16:31;2022-09-02 10:16:29;2,487;1;0;;;"";"-";"";"18-29";"Det samfunnsvitenskapelige fakultet";"Ja";"Har lært litt mer grunnleggende kunnskap";"4 (enig)";"3 (verken uenig / enig)";"5 (helt enig)";"4 (enig)";"4 (enig)";"4 (enig)";"5 (helt enig)";"3 (verken uenig / enig)";"for lett";"3 (verken uenig / enig)";;"funksjonelle data";"Er ikke nødvendig med ""tikking"" fra en klokke når det er nedtelling. Gjorde det litt vanskelig å fokusere. Ellers bra!";1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0
"DATA ISFJELL";925083020;"Barbara Wasson Lillehaug";0;0;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;2022-09-10 13:04:46;2022-09-10 13:13:52;2022-09-10 13:13:52;2022-09-10 13:13:52;0;1;0;;;"";"-";"";"18-29";"Det samfunnsvitenskapelige fakultet";"Ja";"Nothing much to be honest.";"4 (enig)";"2 (uenig)";"4 (enig)";"3 (verken uenig / enig)";"2 (uenig)";"2 (uenig)";"2 (uenig)";"3 (verken uenig / enig)";"for vanselig";"4 (enig)";;"analytiske data";"Calling this a game is a really long stretch... there's no music, barely any interaction, and it's not possible to go back without restarting the whole process (including the ""tutorial"" questions). It's a colorful slideshow of checkboxes at best.";1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0
"DATA ISFJELL";922939314;"Barbara Wasson Lillehaug";0;0;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;2022-08-31 18:07:08;2022-08-31 18:11:48;2022-08-31 18:11:48;2022-08-31 18:11:48;0;1;0;;;"";"-";"";"18-29";"Det humanistiske fakultet";"Nei";"Hvilke forskjellige katogorier data som blir samlet av det en gjør på nettet faller under, og hva forskjellen på synlige og unsynlige data er for noe.";"4 (enig)";"4 (enig)";"4 (enig)";"4 (enig)";"4 (enig)";"3 (verken uenig / enig)";"4 (enig)";"4 (enig)";"for lett";"5 (helt enig)";"for kort";"rådata";"spillet er veldig bra for ein læreplatform, interaktiv, litt pressende, men noen trenger eit litte skub ut isbreen får å lære så 30 sekund tidspresset funket veldig bra e";1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0
"DATA ISFJELL";924008098;"Barbara Wasson Lillehaug";0;0;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;2022-09-05 21:09:00;2022-09-05 21:12:31;2022-09-05 21:12:31;2022-09-05 21:12:15;16,803;1;0;;;"";"-";"";"18-29";"Det samfunnsvitenskapelige fakultet";"Ja";"litt om data isfjellet";"2 (uenig)";"3 (verken uenig / enig)";"5 (helt enig)";"3 (verken uenig / enig)";"3 (verken uenig / enig)";"4 (enig)";"4 (enig)";"4 (enig)";;"2 (uenig)";;"funksjonelle data";"kjem ikkje på noko";1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0
"DATA ISFJELL";922886838;"Barbara Wasson Lillehaug";0;0;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;2022-08-31 14:23:33;2022-08-31 14:25:29;2022-08-31 14:25:29;2022-08-31 14:25:29;0;1;0;;;"";"-";"";"18-29";"Det samfunnsvitenskapelige fakultet";"Ja";"Jeg lærte veldig lite for jeg skjønte ikke hva de ulike datatypene var";"2 (uenig)";"3 (verken uenig / enig)";"1 (helt uenig)";"1 (helt uenig)";"1 (helt uenig)";"1 (helt uenig)";"1 (helt uenig)";"2 (uenig)";"for lett";"1 (helt uenig)";;"rådata";"VELDIG irriterende med nedtellingslyden. Jeg skjønte ikke hva de ulike datatypene var. Det var veldig mye tekst og av og til så mye at ejg bruke 15 sek på å lese teksten og forstå det. Mye fremmedord og jeg vet ingen ting om hva de ulike datatypene er selv om jeg spilte spillet.";1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0
"DATA ISFJELL";922847924;"Barbara Wasson Lillehaug";0;0;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;2022-08-31 11:54:58;2022-08-31 11:56:49;2022-08-31 11:56:49;2022-08-31 11:56:49;0,004;1;0;;;"";"-";"";"18-29";"Det samfunnsvitenskapelige fakultet";"Ja";"Har lært om de tre kategoriene i data isfjellet i forskjellige kontekster";"5 (helt enig)";"3 (verken uenig / enig)";"5 (helt enig)";"5 (helt enig)";"5 (helt enig)";"5 (helt enig)";"5 (helt enig)";"4 (enig)";"for vanselig";"3 (verken uenig / enig)";"for kort";"analytiske data";"Gikk ikke an å spille på norsk.";1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0
"DATA ISFJELL";923899560;"Barbara Wasson Lillehaug";0;0;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;2022-09-05 12:23:47;2022-09-05 12:26:04;2022-09-05 12:26:04;2022-09-05 12:26:04;0,003;1;0;;;"";"-";"";"30-64";"Det humanistiske fakultet";"Ja";"Lært om data isfjell-begrepet og hva det innebærer.";"4 (enig)";"2 (uenig)";"4 (enig)";"4 (enig)";"3 (verken uenig / enig)";"4 (enig)";"4 (enig)";"4 (enig)";"for lett";"4 (enig)";"for kort";"analytiske data";"Den tikkende klokken er intet annet enn stressende og plagsom.";1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0
"DATA ISFJELL";922751938;"Barbara Wasson Lillehaug";0;0;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;2022-08-30 20:40:34;2022-08-30 20:55:51;2022-08-30 20:55:51;2022-08-30 20:55:51;0;1;0;;;"";"-";"";"18-29";"Det matematisk-naturvitenskapelige fakultet";"Ja";"definisjonene av de ulike klassifiseringene av data";"5 (helt enig)";"5 (helt enig)";"4 (enig)";"4 (enig)";"2 (uenig)";"3 (verken uenig / enig)";"5 (helt enig)";"4 (enig)";;"4 (enig)";;"analytiske data";"i starten av spillet gi eksempler på alle du 5 ulike kategoriene";1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0
"DATA ISFJELL";923755213;"Barbara Wasson Lillehaug";0;0;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;2022-09-04 22:46:03;2022-09-04 22:52:21;2022-09-04 22:52:21;2022-09-04 22:52:21;0,004;1;0;;;"";"-";"";"30-64";"Det humanistiske fakultet";"Ja";"Kort fortalt handlet spillet om forskjellen på synlige, usynlige og funksjonelle data, samt hvorvidt dataen er analysert eller ikke. På de første spørsmålene hadde jeg ingen anelse, men på de siste traff jeg ofte blink. Med andre ord har jeg lært litt om forskjellene. Hovedbudskapet er at det aller meste av dataen er skjult.";"4 (enig)";"4 (enig)";"4 (enig)";"4 (enig)";"3 (verken uenig / enig)";"4 (enig)";"4 (enig)";"3 (verken uenig / enig)";"for vanselig";"4 (enig)";"for kort";"funksjonelle data";"Spillet var godt bygget opp. Min utfordring er at jeg har null kunnskap om dette. Derfor synes jeg det var litt vanskelig. Kunne på en måte ønske mer informasjon, men antar at spillet var ment å være så kortfattet som mulig. Uansett lærte jeg noe, men samtidig flere spørsmål gjenstår som jeg kanskje får oppklart senere.";1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0
"DATA ISFJELL";923682250;"Barbara Wasson Lillehaug";0;0;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;2022-09-03 19:37:15;2022-09-03 19:47:43;2022-09-03 19:47:43;2022-09-03 19:47:43;0,003;1;0;;;"";"-";"";"18-29";"Det samfunnsvitenskapelige fakultet";"Ja";"Gode eksempler med forklaringer gav meg bedre forståelse for hva/hvilke scenarioer som faller innenfor hvilken kategori av isfjellet.";"4 (enig)";"5 (helt enig)";"5 (helt enig)";"4 (enig)";"5 (helt enig)";"5 (helt enig)";"5 (helt enig)";"5 (helt enig)";;"5 (helt enig)";;"rådata";"Flere scenarioer i tilfeldig rekkefølge for økt omspillingsverdi. Kan vurdere å oppgi en form for oversikt av resultatene til slutt, kanskje med fokus på hvilken kategori man 'bør' se mer på.";1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0
"DATA ISFJELL";923504590;"Barbara Wasson Lillehaug";0;0;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;2022-09-02 17:40:20;2022-09-02 17:42:35;2022-09-02 17:42:35;2022-09-02 17:42:07;27,317;1;0;;;"";"-";"";"18-29";"Det juridiske fakultet";"Nei";"Jeg har lært om data, og hvilken rolle data spiller ved min bruk av mobil, pc osv.";"3 (verken uenig / enig)";"4 (enig)";"5 (helt enig)";"4 (enig)";"3 (verken uenig / enig)";"4 (enig)";"4 (enig)";"4 (enig)";;"4 (enig)";;"analytiske data";"Dere burde ha flere oppgaver. 10 stk blir for lite.";1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0
"DATA ISFJELL";922744887;"Barbara Wasson Lillehaug";0;0;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;2022-08-30 18:29:27;2022-08-30 18:35:18;2022-08-30 18:35:18;2022-08-30 18:32:07;190,72;1;0;;;"";"-";"";"18-29";"Det matematisk-naturvitenskapelige fakultet";"Ja";"To be more aware of what kind of data we produce and that it is being stored.";"5 (helt enig)";"5 (helt enig)";"5 (helt enig)";"5 (helt enig)";"4 (enig)";"4 (enig)";"5 (helt enig)";"5 (helt enig)";;"4 (enig)";;"analytiske data";"Maybe have more scenarios for those who want to play multiple times, and for those that want to have a deeper understanding of when data is being collected.";1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0
"DATA ISFJELL";923244491;"Barbara Wasson Lillehaug";0;0;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;2022-09-01 15:22:09;2022-09-01 15:24:26;2022-09-01 15:24:26;2022-09-01 15:23:38;48,7;1;0;;;"";"-";"";"18-29";"Det samfunnsvitenskapelige fakultet";"Nei";"forsto mer funksjonelle data. forstår ikke analytiske data i forskjell med rå data";"3 (verken uenig / enig)";"5 (helt enig)";"4 (enig)";"3 (verken uenig / enig)";"3 (verken uenig / enig)";"5 (helt enig)";"5 (helt enig)";"5 (helt enig)";;"5 (helt enig)";;"analytiske data";"mulighet til å gå tilbake og lese introen etter spillet er spilt. ikke bare mulighet til å ta spillet på nytt";1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0
"DATA ISFJELL";922751181;"Barbara Wasson Lillehaug";0;0;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;2022-08-30 20:34:29;2022-08-30 20:37:03;2022-08-30 20:37:03;2022-08-30 20:37:03;0,003;1;0;;;"";"-";"";"18-29";"Det samfunnsvitenskapelige fakultet";"Nei";"Jeg har lært å kategorisere forskjellige data, og hvor disse finnes og lagres - til fordel eller ulempe for meg!";"5 (helt enig)";"5 (helt enig)";"5 (helt enig)";"5 (helt enig)";"4 (enig)";"5 (helt enig)";"5 (helt enig)";"5 (helt enig)";;"5 (helt enig)";;"analytiske data";"Synes det var veldig bra, men kan vurdere å ha en nedtelling og ikke en stoppeklokke til 30 kanskje?";1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0
"DATA ISFJELL";923514564;"Barbara Wasson Lillehaug";0;0;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;2022-09-02 20:40:22;2022-09-02 20:46:28;2022-09-02 20:46:28;2022-09-02 20:45:59;28,37;1;0;;;"";"-";"";"18-29";"Det samfunnsvitenskapelige fakultet";"Nei";"forkjellen mellom type data og deres roller";"5 (helt enig)";"4 (enig)";"5 (helt enig)";"5 (helt enig)";"4 (enig)";"5 (helt enig)";"5 (helt enig)";"5 (helt enig)";;"5 (helt enig)";;"analytiske data";"Jeg syns det er bra som det er :)";1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0
"DATA ISFJELL";923503579;"Barbara Wasson Lillehaug";0;0;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;2022-09-02 17:10:51;2022-09-02 17:22:26;2022-09-02 17:22:26;2022-09-02 17:18:14;251,877;1;0;;;"";"-";"";"18-29";"Det samfunnsvitenskapelige fakultet";"Ja";"Jeg har lært om data.";"5 (helt enig)";"3 (verken uenig / enig)";"4 (enig)";"4 (enig)";"4 (enig)";"4 (enig)";"3 (verken uenig / enig)";"4 (enig)";;"4 (enig)";;"funksjonelle data";"Det blir mye fokus på lesing. Flere spillelementer (f. eks. poengsystem og score) kan forbedre dette. Å erstatte tekst med visualiseringer kan også være med på å forbedre spillet.";1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0
"DATA ISFJELL";922960338;"Barbara Wasson Lillehaug";0;0;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;2022-08-31 21:55:04;2022-08-31 21:57:14;2022-08-31 21:57:14;2022-08-31 21:57:14;0;1;0;;;"";"-";"";"18-29";"Det psykologiske fakultet";"Ja";"Jeg har lært skilnaden mellom analytisk og rådata, og synlighetsnivåene av disse";"4 (enig)";"4 (enig)";"4 (enig)";"5 (helt enig)";"4 (enig)";"5 (helt enig)";"5 (helt enig)";"5 (helt enig)";;"3 (verken uenig / enig)";;"analytiske data";"Jeg synes ikke spillet behøver forbedringer.";1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0
"DATA ISFJELL";923246806;"Barbara Wasson Lillehaug";0;0;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;2022-09-01 15:30:42;2022-09-01 15:33:10;2022-09-01 15:33:10;2022-09-01 15:33:10;0;1;0;;;"";"-";"";"18-29";"Det psykologiske fakultet";"Ja";"At det finnes ulike typer for data, og hva noen av disse betyr";"4 (enig)";"4 (enig)";"4 (enig)";"5 (helt enig)";"2 (uenig)";"3 (verken uenig / enig)";"5 (helt enig)";"4 (enig)";;"5 (helt enig)";;"analytiske data";"Det er veldig mye forklaring på en gang, og som en som er veldig ny til data føltes det litt overveldende ut.";1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0
"DATA ISFJELL";925088753;"Barbara Wasson Lillehaug";0;0;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;2022-09-10 18:20:25;2022-09-10 18:22:25;2022-09-10 18:22:25;2022-09-10 18:21:57;27,886;1;0;;;"";"-";"";"18-29";"Det psykologiske fakultet";"Ja";"Mer om synlige og usynlige datatyper";"4 (enig)";"5 (helt enig)";"4 (enig)";"4 (enig)";"5 (helt enig)";"3 (verken uenig / enig)";"5 (helt enig)";"5 (helt enig)";"for lett";"4 (enig)";;"rådata";"Alt var bra";1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0
"DATA ISFJELL";923956423;"Barbara Wasson Lillehaug";0;0;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;2022-09-05 15:32:09;2022-09-05 15:35:35;2022-09-05 15:35:35;2022-09-05 15:35:35;0;1;0;;;"";"-";"";"18-29";"Det samfunnsvitenskapelige fakultet";"Ja";"Eg lærte om de ulike typene data, men syns kanskje ein skulle hatt litt meir ""innføring"" først? Har innsett at eg kan veldig mindre om data enn eg trudde";"4 (enig)";"4 (enig)";"5 (helt enig)";"4 (enig)";"3 (verken uenig / enig)";"4 (enig)";"4 (enig)";"3 (verken uenig / enig)";;"3 (verken uenig / enig)";"for lang";"funksjonelle data";"Kan forbedres ved kanskje litt mer forkunnskaper? typ en kort innføring i alle de ulike kategoriene før spille";1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0
